# time	magnitude	std-mag
1187012456.9999988	23.735038374931044	0.006416811801524911
1187012834.6783512	23.726859441553323	0.08612725627779545
1187013251.979186	23.743065223188943	0.07602858607458401
1187013713.0593245	23.675445370882294	0.03301116917455918
1187014222.5116816	23.6161647198387	0.06720587633318197
1187014785.4110184	23.63090029802708	0.0055694846173445795
1187015407.3644922	23.674077468039165	0.09063864112565913
1187016094.5675116	23.714904205062318	0.046730592435196935
1187016853.8654487	23.669375703364686	0.03277004536862802
1187017692.8218286	23.671894648287868	0.0025396630818430447
1187018619.7936707	23.737275341803205	0.01982141133151325
1187019644.0147343	23.785275098487993	0.078911749712529
1187020775.6874988	23.814597935790438	0.022215280374927416
1187022026.0847929	23.88746299190189	0.07386767158076492
1187023407.662084	23.940400787798318	0.09840203388792441
1187024934.1815517	24.01605862627617	0.08258017440080515
1187026620.8491743	24.14030601363053	0.06974703766989328
1187028484.4661992	24.213116058580717	0.011121419500042898
1187030543.596504	24.32186071843025	0.0707209492735457
1187032818.7515147	24.464679943257003	0.0509574681019343
1187035332.5945241	24.598157538675473	0.018071802771499237
1187038110.1664467	24.748603441744898	0.05869000403113124
1187041179.1352546	24.923445352808635	0.04951669781635844
1187044570.0715857	25.1122911660783	0.09569677354351154
1187048316.753263	25.310460799808347	0.08058622928341706
1187052456.5017633	25.535219533972672	0.02194215532766909
1187057030.5539842	25.7853689996386	0.019840843758725794
1187062084.4730124	26.04228979597334	0.01104746770244805
1187067668.6019886	26.32631172345932	0.0056891817407742195
1187073838.5655847	26.642966736726102	0.03702860588137173
1187080655.8240933	26.984279573099563	0.04303972519126703
1187088188.2856472	27.344303612014137	0.034552256137016936
1187096510.9826646	27.74213455910762	0.009679319027517098
1187105706.819265	28.175063845509676	0.08554661120556899
1187115867.397092	28.642623849786368	0.07852196620460825
1187127093.927779	29.156025874591315	0.04567096041102548
1187139498.241136	29.70527982867383	0.034829430508146526
1187153203.8991132	30.30878677771485	0.009078390921430212
1187168347.426625	30.962673624463797	0.08171175751070699
1187185079.671504	31.669207062871884	0.09743856316675023
1187203567.3071272	32.44202290425306	0.0989015691080562
1187223994.4926846	33.28311811118777	0.01463156911371813
1187246564.7076273	34.19332138296013	0.06928496246951053
1187271502.7785685	35.18143838817023	0.03559281771031193
1187299057.1188283	36.255510496926895	0.029990524020077097
1187329502.2029307	37.425831043025504	0.08917294101561675
1187363141.3007011	38.69842005226504	0.0008008199014831646
1187400309.4982004	40.076371539866564	0.05396707675591875
1187441377.0355878	41.56662847645094	0.013187720051953043
1187486752.995159	43.193297829499635	0.01305011715727396
1187536889.3762999	44.95489859480312	0.09307570145611907
1187592285.597949	46.86283343974437	0.01984688281999964
1187653493.473411	48.93168540343863	0.012220522282442702
1187721122.7070851	51.1787537063987	0.05143723854450218
1187795846.9678571	53.623188030212965	0.06057793391315556
1187878410.5996566	56.28325191554948	0.0823932389302253
1187969636.036021	59.16986283529281	0.08222429374535466
1188070431.9925268	62.27357914613673	0.0006333872440566515
1188181802.5186965	65.70464642091974	0.09231530686200642
1188304856.999544	69.39894290001814	0.06601759107649448
