# time	magnitude	std-mag
1187012456.9999988	23.236026841720665	0.07158776206801817
1187012834.6783512	23.14799249584494	0.08867698728559847
1187013251.979186	23.074257259444742	0.05680369206103897
1187013713.0593245	22.949975778398603	0.03498213317049339
1187014222.5116816	22.830419230762693	0.0580004581043889
1187014785.4110184	22.754234261936524	0.09214354273604973
1187015407.3644922	22.694652061401293	0.05794983040403299
1187016094.5675116	22.633417111614925	0.08059929397189437
1187016853.8654487	22.52122713908151	0.061828208509465826
1187017692.8218286	22.437459958411203	0.08899986537332678
1187018619.7936707	22.390161635044613	0.09930361231506923
1187019644.0147343	22.33210403322773	0.07953364991247001
1187020775.6874988	22.263246764433283	0.0971662407291666
1187022026.0847929	22.219944533754877	0.003901559188795229
1187023407.662084	22.16529162289327	0.08377339619341968
1187024934.1815517	22.123149404448263	0.03385811287277967
1187026620.8491743	22.10931673180358	0.05585876445317297
1187028484.4661992	22.06605431349518	0.08993255255950593
1187030543.596504	22.043896211697607	0.06661437378597058
1187032818.7515147	22.040892017358395	0.042538415159606914
1187035332.5945241	22.03299906140365	0.016232552125879568
1187038110.1664467	22.035506210593375	0.04777938744018468
1187041179.1352546	22.05161654307647	0.0758396645472298
1187044570.0715857	22.076401483578415	0.09807334718275423
1187048316.753263	22.107174165910315	0.03376508540564779
1187052456.5017633	22.153025590945497	0.014030503985758587
1187057030.5539842	22.214385653208602	0.06228056674558252
1187062084.4730124	22.279785845603435	0.07443778757038506
1187067668.6019886	22.361380212649813	0.04918093405712256
1187073838.5655847	22.46230979389717	0.09524545163260267
1187080655.8240933	22.577854647078432	0.07426144048207917
1187088188.2856472	22.704928435153214	0.019024975470325344
1187096510.9826646	22.8542641724161	0.028195235723090697
1187105706.819265	23.024522271754897	0.05918037120264661
1187115867.397092	23.21556149750952	0.08927643776041057
1187127093.927779	23.433466880029677	0.006969157623911357
1187139498.241136	23.673224413890473	0.028189453805657676
1187153203.8991132	23.94470884437606	0.05674519675370034
1187168347.426625	24.2462025553264	0.004594125263632495
1187185079.671504	24.579228015377133	0.024053227314325087
1187203567.3071272	24.9511833720396	0.05623589508262058
1187223994.4926846	25.36345668468295	0.059873373500265455
1187246564.7076273	25.816822840574382	0.034900764561927464
1187271502.7785685	26.31636799939725	0.02258672887384627
1187299057.1188283	26.866638058361794	0.03114145597027507
1187329502.2029307	27.47336213827551	0.06833662738951007
1187363141.3007011	28.14043242445512	0.0933105477525917
1187400309.4982004	28.869680264790794	0.04917248939624031
1187441377.0355878	29.665152254215577	0.07777403093552367
1187486752.995159	30.540753964413078	0.09050327087684022
1187536889.3762999	31.495700435487542	0.026416426178008243
1187592285.597949	32.5366047847508	0.04907800879900435
1187653493.473411	33.671905128366696	0.03345604496958469
1187721122.7070851	34.91159667290716	0.09058368181350965
1187795846.9678571	36.26673354623491	0.025649168449003598
1187878410.5996566	37.74785696410023	0.09834708248921493
1187969636.036021	39.36128654400347	0.09963129886848972
1188070431.9925268	41.101602489031585	0.09898286070165833
1188181802.5186965	43.03182149819049	0.0062786510190053005
1188304856.999544	45.11535210475882	0.037762187899634356
