# time	magnitude	std-mag
1187012456.9999988	24.225590913978728	0.09962930451339176
1187012834.6783512	24.07940842264521	0.015595476427949598
1187013251.979186	23.93993659325104	0.08740496790411187
1187013713.0593245	23.77410244443795	0.013617900943906764
1187014222.5116816	23.610220110746077	0.06344432239003228
1187014785.4110184	23.466927956625305	0.07109508515293099
1187015407.3644922	23.331135033836553	0.02161784159853026
1187016094.5675116	23.193814437974147	0.0240032794829666
1187016853.8654487	23.03171529578257	0.05627668770333699
1187017692.8218286	22.883093245613402	0.020237819319611383
1187018619.7936707	22.750671915579296	0.07299672336778541
1187019644.0147343	22.612048921583046	0.06792925890034478
1187020775.6874988	22.46822831588846	0.017822573814545266
1187022026.0847929	22.335760168276103	0.03467622619828579
1187023407.662084	22.198077914297023	0.028474280272618016
1187024934.1815517	22.064544798259682	0.010114081755006082
1187026620.8491743	21.942960832207568	0.013860475222952534
1187028484.4661992	21.808612156910534	0.033156184627430044
1187030543.596504	21.683190434257945	0.052225685675815134
1187032818.7515147	21.564503046725683	0.015604905868598548
1187035332.5945241	21.443832744362233	0.04086647401672743
1187038110.1664467	21.327691948654753	0.0814768273084718
1187041179.1352546	21.215815910987125	0.08632710318726151
1187044570.0715857	21.107614671635552	0.07367635266275276
1187048316.753263	21.002003289945684	0.008527304299442528
1187052456.5017633	20.901366373401522	0.03661821409631867
1187057030.5539842	20.807387403850093	0.08461483308765864
1187062084.4730124	20.714461783327174	0.07782913077396388
1187067668.6019886	20.627965948120426	0.05278665365793963
1187073838.5655847	20.548985872066147	0.004465013324969717
1187080655.8240933	20.475461604492487	0.029911615642947573
1187088188.2856472	20.40668814844529	0.088627031568616
1187096510.9826646	20.346336179196022	0.03420633132369644
1187105706.819265	20.29416792252858	0.08097491803291428
1187115867.397092	20.250285298757568	0.0430235698573213
1187127093.927779	20.216378364036792	0.053631503480081597
1187139498.241136	20.191645973459366	0.03814462637937
1187153203.8991132	20.178650684721738	0.07703426428553836
1187168347.426625	20.177489178608788	0.08525497089915599
1187185079.671504	20.18903202004804	0.08437552059334805
1187203567.3071272	20.215291808090107	0.09801989348943498
1187223994.4926846	20.257113972625454	0.024111913997910458
1187246564.7076273	20.315224246586702	0.05183253068857896
1187271502.7785685	20.391495455431787	0.09526632810242068
1187299057.1188283	20.487451775148507	0.053513116873780193
1187329502.2029307	20.60487259538568	0.04445969137151695
1187363141.3007011	20.74581680783259	0.057030284238285066
1187400309.4982004	20.911040584576945	0.06930690995568364
1187441377.0355878	21.102099231953325	0.023552686475023395
1187486752.995159	21.324049076425673	0.04229617953074919
1187536889.3762999	21.5767366795127	0.08802327385109089
1187592285.597949	21.862633329637312	0.004010991006301937
1187653493.473411	22.18485206293419	0.08407426074912455
1187721122.7070851	22.547049726299498	0.07402919401168792
1187795846.9678571	22.95324868876353	0.04415760676855844
1187878410.5996566	23.407279841442524	0.035172262486697234
1187969636.036021	23.91147124331122	0.04289214728976113
1188070431.9925268	24.463918553752926	0.05168668432208212
1188181802.5186965	25.086498072580234	0.014730436015556249
1188304856.999544	25.76661018844944	0.04815795033969108
