# time	magnitude	std-mag
1187012456.9999988	23.611395286519446	0.05766466072497062
1187012834.6783512	23.590932166655044	0.0015423959677390076
1187013251.979186	23.593335009205013	0.07491339744595278
1187013713.0593245	23.51703669980366	0.015909700261685988
1187014222.5116816	23.448538126785273	0.06579687402164087
1187014785.4110184	23.44939581895394	0.025107133028247904
1187015407.3644922	23.4769245188024	0.02341920411091146
1187016094.5675116	23.50224497988369	0.0052890957643647075
1187016853.8654487	23.44660674699673	0.09383535269657917
1187017692.8218286	23.43605977907928	0.051864537923095
1187018619.7936707	23.484409854376104	0.024683136289663413
1187019644.0147343	23.516410216326626	0.07314335842681927
1187020775.6874988	23.530946078212644	0.045180851508698605
1187022026.0847929	23.586342397021788	0.044702465964271576
1187023407.662084	23.62312517193059	0.04591002369943242
1187024934.1815517	23.681118899516527	0.09941336559946405
1187026620.8491743	23.784689555968477	0.04232733028394657
1187028484.4661992	23.84013941156487	0.04486031524531878
1187030543.596504	23.929326121277676	0.07534938446224759
1187032818.7515147	24.050380358029763	0.04849427865600072
1187035332.5945241	24.162776974784087	0.0980063077044069
1187038110.1664467	24.291180029277292	0.03344143457339074
1187041179.1352546	24.442388019308304	0.06630064842139598
1187044570.0715857	24.606822088915713	0.03129764737231523
1187048316.753263	24.780097308632172	0.054491482749886876
1187052456.5017633	24.978262560359248	0.03889331579446283
1187057030.5539842	25.200361271090394	0.003979969493020484
1187062084.4730124	25.4288353865905	0.08018003199397337
1187067668.6019886	25.682799271331696	0.01900729163236852
1187073838.5655847	25.967429405268483	0.08580392970728247
1187080655.8240933	26.275233176230806	0.07367256552250018
1187088188.2856472	26.60068760869833	0.06600288709539325
1187096510.9826646	26.96164672000794	0.05000734315960202
1187105706.819265	27.355604595175315	0.07465436115029644
1187115867.397092	27.782141511816498	0.08841887077000124
1187127093.927779	28.251707830345275	0.05799588563079859
1187139498.241136	28.75505123551863	0.028375636049498627
1187153203.8991132	29.3093076548871	0.09825914129489692
1187168347.426625	29.910923454519413	0.0163912405738011
1187185079.671504	30.562054691037623	0.046970696940518704
1187203567.3071272	31.275411760455434	0.09342491815641989
1187223994.4926846	32.052901167066715	0.06889632405369175
1187246564.7076273	32.89534351579868	0.08653382236999584
1187271502.7785685	33.81099269168819	0.044699162574631586
1187299057.1188283	34.80737153874019	0.05353008563485529
1187329502.2029307	35.89409636272426	0.056718581423543524
1187363141.3007011	37.076871551461686	0.037365012407118176
1187400309.4982004	38.35860381873925	0.030095159725980477
1187441377.0355878	39.74580651981403	0.016453661329518855
1187486752.995159	41.26107349127545	0.022793004425582807
1187536889.3762999	42.903026967301024	0.07947506147815071
1187592285.597949	44.68235920221678	0.010786253048837444
1187653493.473411	46.61274178663694	0.04825393019655081
1187721122.7070851	48.710390570334006	0.08079824372712764
1187795846.9678571	50.99325445888737	0.012183749453026489
1187878410.5996566	53.47845157631574	0.08973811693562365
1187969636.036021	56.17621741694267	0.043087234284718084
1188070431.9925268	59.077706879268156	0.06372049111587708
1188181802.5186965	62.286160296470506	0.0017435826681201276
1188304856.999544	65.74153934949985	0.005295750989377359
